ID,Title,Publisher,Format,Subjects,,Length,Avergae of missing value
04254ebc76f111eba6dff06e0bc7d76e,MacFormat,Future Publishing Ltd,magazine,Tech & Gaming,,13,
0460e85076f111ebbce9f06e0bc7d76e,AUDIO Germany,Weka Media Publishing GmbH,magazine,Tech & Gaming,,13,
049ec7d776f111eb8615f06e0bc7d76e,Music Tech Focus: Reason 5 and record,Bandlab UK Limited,magazine,none,,4,
04fd25c276f111eb99d3f06e0bc7d76e,Intramuros-Paris Design Guide,Intramuros SA,magazine,Art & Architecture,,18,
054bf83976f111ebbddcf06e0bc7d76e,Tatler UK,Conde Nast Publications Ltd,magazine,Fashion,,7,
059a2da876f111ebbe7bf06e0bc7d76e,Getting Started in Digital Photography ,Dennis Publishing UK,magazine,none,,4,
05d85b3c76f111ebb770f06e0bc7d76e,Techlife News,Ivan Castilho de Almeida,magazine,Tech & Gaming,,13,
061212ca76f111eb8fe6f06e0bc7d76e,The Illustrated Diamond Jubilee,Haymarket Media Group Ltd,magazine,Celebrity & Gossip,,18,
064ffeb776f111ebbc66f06e0bc7d76e,Fashion Week,Les Editions Jalou,magazine,Fashion,,7,
068f614276f111eb9d11f06e0bc7d76e,Colouring Book: Egyptian Treasures,Nuclear Enterprises Pty Ltd,magazine,Art & Architecture,,18,
06cbdf7876f111eba55df06e0bc7d76e,Ciclismo a Fondo,Motorpress Iberica,magazine,Sports,,6,
0707b57a76f111eba881f06e0bc7d76e,I.T. For Small Businesses,Dennis Publishing UK,magazine,Business & Finance,,18,
074b005176f111eb92b7f06e0bc7d76e,Classic & Vintage Commercials,Kelsey Publishing Group,magazine,Men's Lifestyle,,15,
0798c55776f111ebb794f06e0bc7d76e,How to Set Up an Online Business ,Dennis Publishing UK,magazine,none,,4,
07df6fcb76f111ebb591f06e0bc7d76e,Yoga Kitties: A Stress Relieving Adult Coloring Book,Blue Star Press,magazine,Art & Architecture,,18,
082084e576f111eb86c3f06e0bc7d76e,ImagineFX Presents: The Digital Artist's Survival Guide,Future Publishing Ltd,magazine,none,,4,
086151c276f111eb81f0f06e0bc7d76e,FA Cup Final 2012 Liverpool v Chelsea,Haymarket Media Group Ltd,magazine,Sports,,6,
089b9db676f111ebb2c3f06e0bc7d76e,Woman's Day - Last Minute Christmas,Hearst,magazine,Women's Lifestyle,,17,
08d76d6876f111eb8ad0f06e0bc7d76e,hinge,Acer Inc.,magazine,Art & Architecture,,18,
090dbfac76f111ebb8e5f06e0bc7d76e,The World of Cross Stitching,Immediate Media Company London Limited,magazine,Crafts,,6,
09474ac676f111ebb2f1f06e0bc7d76e,Gramophone Magazine,Mark Allen Business & Leisure,magazine,"Movies, TV & Music",,18,
0980376d76f111ebadc0f06e0bc7d76e,Wellbeing Moon Calendar,Universal Wellbeing PTY Limited,magazine,Women's Lifestyle,,17,
09b89c3776f111eb8c8ff06e0bc7d76e,Marlin,Bonnier Corporation,magazine,Boating & Aviation,,18,
09f4f47e76f111eba56df06e0bc7d76e,Country Life,Future Publishing Ltd,magazine,Travel & Outdoor,,16,
0a2f20a076f111ebb990f06e0bc7d76e,Practical Sportsbikes,H BAUER PUBLISHING LIMITED,magazine,Cars & Motorcycles,,18,
0a70263276f111eb9ed7f06e0bc7d76e,Beat,falkemedia GmbH & Co. KG.,magazine,"Movies, TV & Music",,18,
0ab151b976f111eb8f9ef06e0bc7d76e,M†s All† Monogr†ficos,CONNECOR INVESTMENTS S.L.,magazine,Culture & Literature,,20,
0afdbe8c76f111eba5ecf06e0bc7d76e,The TechRadar Mobile Phone Buying Guide,Future Publishing Ltd,magazine,none,,4,
0b513a5a76f111eb8069f06e0bc7d76e,Vogue Paris,Les Publications Conde Nast SA,magazine,Fashion,,7,
0b9771cd76f111ebb835f06e0bc7d76e,CondÇ Nast House & Garden Design Directory,Content Nation Media (Pty) Ltd,magazine,Home & Garden,,13,
